Hotel_Name,Negative_Review,Positive_Review,Tags,positive_tokenized,negative_tokenized,positive_filtered,negative_filtered,positive_noun,negative_noun
Apex Temple Court Hotel, they don t have parking and there is no easy parking available nearby , very comfortable room spacious bathroom excellent service great location ,"[' leisure trip ', ' family with young children ', ' city king room ', ' stayed 3 nights ']","['very', 'comfortable', 'room', 'spacious', 'bathroom', 'excellent', 'service', 'great', 'location']","['they', 'don', 't', 'have', 'parking', 'and', 'there', 'is', 'no', 'easy', 'parking', 'available', 'nearby']","['comfortable', 'room', 'spacious', 'bathroom', 'excellent', 'service', 'great', 'location']","['parking', 'easy', 'parking', 'available', 'nearby']","['service', 'bathroom', 'room', 'location']",[]
Apex Temple Court Hotel, the staff is quite annoying and could be more discreet entering the room without invitation the view from the hotel was quite uninspiring , easy to reach covent garden soho and city however the hotel is quite far away from westminster room is clean comfy and nicely designed very nice couch good bath,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 3 nights ']","['easy', 'to', 'reach', 'covent', 'garden', 'soho', 'and', 'city', 'however', 'the', 'hotel', 'is', 'quite', 'far', 'away', 'from', 'westminster', 'room', 'is', 'clean', 'comfy', 'and', 'nicely', 'designed', 'very', 'nice', 'couch', 'good', 'bath']","['the', 'staff', 'is', 'quite', 'annoying', 'and', 'could', 'be', 'more', 'discreet', 'entering', 'the', 'room', 'without', 'invitation', 'the', 'view', 'from', 'the', 'hotel', 'was', 'quite', 'uninspiring']","['easy', 'reach', 'covent', 'garden', 'soho', 'city', 'however', 'hotel', 'quite', 'far', 'away', 'westminster', 'room', 'clean', 'comfy', 'nicely', 'designed', 'nice', 'couch', 'good', 'bath']","['staff', 'quite', 'annoying', 'could', 'discreet', 'entering', 'room', 'without', 'invitation', 'view', 'hotel', 'quite', 'uninspiring']","['covent', 'comfy', 'reach', 'bath', 'garden', 'city', 'room', 'hotel', 'soho']","['staff', 'room', 'hotel', 'invitation', 'view']"
Apex Temple Court Hotel,no negative, book a room that comes with access to the club lounge the club lounge offers a continental breakfast free water soda wine and beer throughout the day and sandwiches and fruit during the afternoon the coffee machine makes the best lattes along with a variety of other types of coffees and hot chocolate this lounge really made the stay for us ,"[' leisure trip ', ' couple ', ' deluxe king room with club lounge access ', ' stayed 3 nights ']","['book', 'a', 'room', 'that', 'comes', 'with', 'access', 'to', 'the', 'club', 'lounge', 'the', 'club', 'lounge', 'offers', 'a', 'continental', 'breakfast', 'free', 'water', 'soda', 'wine', 'and', 'beer', 'throughout', 'the', 'day', 'and', 'sandwiches', 'and', 'fruit', 'during', 'the', 'afternoon', 'the', 'coffee', 'machine', 'makes', 'the', 'best', 'lattes', 'along', 'with', 'a', 'variety', 'of', 'other', 'types', 'of', 'coffees', 'and', 'hot', 'chocolate', 'this', 'lounge', 'really', 'made', 'the', 'stay', 'for', 'us']","['no', 'negative']","['book', 'room', 'comes', 'access', 'club', 'lounge', 'club', 'lounge', 'offers', 'continental', 'breakfast', 'free', 'water', 'soda', 'wine', 'beer', 'throughout', 'day', 'sandwiches', 'fruit', 'afternoon', 'coffee', 'machine', 'makes', 'best', 'lattes', 'along', 'variety', 'types', 'coffees', 'hot', 'chocolate', 'lounge', 'really', 'made', 'stay', 'us']",['negative'],"['access', 'chocolate', 'book', 'types', 'lattes', 'machine', 'breakfast', 'club', 'stay', 'offers', 'afternoon', 'room', 'sandwiches', 'soda', 'lounge', 'wine', 'coffee', 'variety', 'coffees', 'day', 'beer', 'water']",[]
Apex Temple Court Hotel, breakfast buffet continental was ok but nothing out of the ordinary a la carte was also possible but we didn t try , although it s a fairly big hotel the overall vibe we got was very cozy which we liked a lot staff was very friendly and helpful whenever we needed upon arrival we received a reduction coupon for the breakfast the location is exquisite ,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['although', 'it', 's', 'a', 'fairly', 'big', 'hotel', 'the', 'overall', 'vibe', 'we', 'got', 'was', 'very', 'cozy', 'which', 'we', 'liked', 'a', 'lot', 'staff', 'was', 'very', 'friendly', 'and', 'helpful', 'whenever', 'we', 'needed', 'upon', 'arrival', 'we', 'received', 'a', 'reduction', 'coupon', 'for', 'the', 'breakfast', 'the', 'location', 'is', 'exquisite']","['breakfast', 'buffet', 'continental', 'was', 'ok', 'but', 'nothing', 'out', 'of', 'the', 'ordinary', 'a', 'la', 'carte', 'was', 'also', 'possible', 'but', 'we', 'didn', 't', 'try']","['although', 'fairly', 'big', 'hotel', 'overall', 'vibe', 'got', 'cozy', 'liked', 'lot', 'staff', 'friendly', 'helpful', 'whenever', 'needed', 'upon', 'arrival', 'received', 'reduction', 'coupon', 'breakfast', 'location', 'exquisite']","['breakfast', 'buffet', 'continental', 'ok', 'nothing', 'ordinary', 'la', 'carte', 'also', 'possible', 'try']","['lot', 'coupon', 'breakfast', 'exquisite', 'staff', 'reduction', 'vibe', 'arrival', 'hotel', 'location', 'whenever']","['carte', 'breakfast', 'nothing', 'try', 'la', 'buffet']"
Apex Temple Court Hotel, more seating in the bar area would be good also it s a trek to use the toilets , very clean large rooms with high value toiletries extremely comfortable bed and pillows friendly staff ,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 2 nights ']","['very', 'clean', 'large', 'rooms', 'with', 'high', 'value', 'toiletries', 'extremely', 'comfortable', 'bed', 'and', 'pillows', 'friendly', 'staff']","['more', 'seating', 'in', 'the', 'bar', 'area', 'would', 'be', 'good', 'also', 'it', 's', 'a', 'trek', 'to', 'use', 'the', 'toilets']","['clean', 'large', 'rooms', 'high', 'value', 'toiletries', 'extremely', 'comfortable', 'bed', 'pillows', 'friendly', 'staff']","['seating', 'bar', 'area', 'would', 'good', 'also', 'trek', 'use', 'toilets']","['staff', 'value', 'bed', 'rooms', 'toiletries', 'pillows']","['area', 'toilets', 'bar', 'use']"
Apex Temple Court Hotel,no negative, this is without question one of london finest hotels i have never slept that well in a very very longtime and i love the duck amazing reception and great facilities ,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 1 night ', ' submitted from a mobile device ']","['this', 'is', 'without', 'question', 'one', 'of', 'london', 'finest', 'hotels', 'i', 'have', 'never', 'slept', 'that', 'well', 'in', 'a', 'very', 'very', 'longtime', 'and', 'i', 'love', 'the', 'duck', 'amazing', 'reception', 'and', 'great', 'facilities']","['no', 'negative']","['without', 'question', 'one', 'london', 'finest', 'hotels', 'never', 'slept', 'well', 'longtime', 'love', 'duck', 'amazing', 'reception', 'great', 'facilities']",['negative'],"['reception', 'facilities', 'duck', 'question', 'london', 'hotels']",[]
Apex Temple Court Hotel,no negative, great location room was outstanding beds were so clean and comfortable bathroom had a big deep bath and a fantastic shower we would recommend this hotel to everybody ,"[' leisure trip ', ' couple ', ' city twin room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['great', 'location', 'room', 'was', 'outstanding', 'beds', 'were', 'so', 'clean', 'and', 'comfortable', 'bathroom', 'had', 'a', 'big', 'deep', 'bath', 'and', 'a', 'fantastic', 'shower', 'we', 'would', 'recommend', 'this', 'hotel', 'to', 'everybody']","['no', 'negative']","['great', 'location', 'room', 'outstanding', 'beds', 'clean', 'comfortable', 'bathroom', 'big', 'deep', 'bath', 'fantastic', 'shower', 'would', 'recommend', 'hotel', 'everybody']",['negative'],"['bathroom', 'shower', 'bath', 'room', 'hotel', 'everybody', 'beds', 'location']",[]
Apex Temple Court Hotel, the cleaner knocked on our door at 8am which wasn t ideal we were checking out that day so no need to clean the room being fussy the dressing gown and towels weren t hugely soft , the hotel gave us a complimentary upgrade to a suite which was fantastic the room and bed were extremely comfortable excellent personalised service food was excellent ,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 1 night ', ' submitted from a mobile device ']","['the', 'hotel', 'gave', 'us', 'a', 'complimentary', 'upgrade', 'to', 'a', 'suite', 'which', 'was', 'fantastic', 'the', 'room', 'and', 'bed', 'were', 'extremely', 'comfortable', 'excellent', 'personalised', 'service', 'food', 'was', 'excellent']","['the', 'cleaner', 'knocked', 'on', 'our', 'door', 'at', '8am', 'which', 'wasn', 't', 'ideal', 'we', 'were', 'checking', 'out', 'that', 'day', 'so', 'no', 'need', 'to', 'clean', 'the', 'room', 'being', 'fussy', 'the', 'dressing', 'gown', 'and', 'towels', 'weren', 't', 'hugely', 'soft']","['hotel', 'gave', 'us', 'complimentary', 'upgrade', 'suite', 'fantastic', 'room', 'bed', 'extremely', 'comfortable', 'excellent', 'personalised', 'service', 'food', 'excellent']","['cleaner', 'knocked', 'door', '8am', 'ideal', 'checking', 'day', 'need', 'clean', 'room', 'fussy', 'dressing', 'gown', 'towels', 'hugely', 'soft']","['service', 'excellent', 'room', 'hotel', 'suite', 'food']","['cleaner', 'towels', 'fussy', 'room', 'day']"
Apex Temple Court Hotel, this was my second time at this hotel the first time i booked the basic room and was pleasantly surprised at the spaciousness of the room i was given this time i opted to upgrade to a more expensive room and was surprised that it was much smaller than the room i had stayed in before it just might be that i was given a free upgrade the first time ,no positive,"[' business trip ', ' solo traveler ', ' superior king room with balcony ', ' stayed 5 nights ', ' submitted from a mobile device ']","['no', 'positive']","['this', 'was', 'my', 'second', 'time', 'at', 'this', 'hotel', 'the', 'first', 'time', 'i', 'booked', 'the', 'basic', 'room', 'and', 'was', 'pleasantly', 'surprised', 'at', 'the', 'spaciousness', 'of', 'the', 'room', 'i', 'was', 'given', 'this', 'time', 'i', 'opted', 'to', 'upgrade', 'to', 'a', 'more', 'expensive', 'room', 'and', 'was', 'surprised', 'that', 'it', 'was', 'much', 'smaller', 'than', 'the', 'room', 'i', 'had', 'stayed', 'in', 'before', 'it', 'just', 'might', 'be', 'that', 'i', 'was', 'given', 'a', 'free', 'upgrade', 'the', 'first', 'time']",['positive'],"['second', 'time', 'hotel', 'first', 'time', 'booked', 'basic', 'room', 'pleasantly', 'surprised', 'spaciousness', 'room', 'given', 'time', 'opted', 'upgrade', 'expensive', 'room', 'surprised', 'much', 'smaller', 'room', 'stayed', 'might', 'given', 'free', 'upgrade', 'first', 'time']",[],"['upgrade', 'room', 'hotel', 'time']"
Apex Temple Court Hotel, going as a family with two rooms hired in the same reservation they allocated us in two different buildings they were even unable to allocate us in different floors of the same building, the design facilities and location of the hotel wifi and also gym were quite convenient,"[' leisure trip ', ' family with young children ', ' city king room ', ' stayed 3 nights ']","['the', 'design', 'facilities', 'and', 'location', 'of', 'the', 'hotel', 'wifi', 'and', 'also', 'gym', 'were', 'quite', 'convenient']","['going', 'as', 'a', 'family', 'with', 'two', 'rooms', 'hired', 'in', 'the', 'same', 'reservation', 'they', 'allocated', 'us', 'in', 'two', 'different', 'buildings', 'they', 'were', 'even', 'unable', 'to', 'allocate', 'us', 'in', 'different', 'floors', 'of', 'the', 'same', 'building']","['design', 'facilities', 'location', 'hotel', 'wifi', 'also', 'gym', 'quite', 'convenient']","['going', 'family', 'two', 'rooms', 'hired', 'reservation', 'allocated', 'us', 'two', 'different', 'buildings', 'even', 'unable', 'allocate', 'us', 'different', 'floors', 'building']","['design', 'facilities', 'hotel', 'wifi']","['floors', 'reservation', 'buildings', 'family', 'building', 'rooms']"
Apex Temple Court Hotel, some of the complimentary items of food from the room were missing and there was an empty box in the minibar too , staff were lovely reception sent a card and a box of chocolates up for my birthday room service food was fantastic and nice cocktails served in the bar room wasn t the biggest but had everything we needed very clean and lovely bathroom too ,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 3 nights ', ' submitted from a mobile device ']","['staff', 'were', 'lovely', 'reception', 'sent', 'a', 'card', 'and', 'a', 'box', 'of', 'chocolates', 'up', 'for', 'my', 'birthday', 'room', 'service', 'food', 'was', 'fantastic', 'and', 'nice', 'cocktails', 'served', 'in', 'the', 'bar', 'room', 'wasn', 't', 'the', 'biggest', 'but', 'had', 'everything', 'we', 'needed', 'very', 'clean', 'and', 'lovely', 'bathroom', 'too']","['some', 'of', 'the', 'complimentary', 'items', 'of', 'food', 'from', 'the', 'room', 'were', 'missing', 'and', 'there', 'was', 'an', 'empty', 'box', 'in', 'the', 'minibar', 'too']","['staff', 'lovely', 'reception', 'sent', 'card', 'box', 'chocolates', 'birthday', 'room', 'service', 'food', 'fantastic', 'nice', 'cocktails', 'served', 'bar', 'room', 'biggest', 'everything', 'needed', 'clean', 'lovely', 'bathroom']","['complimentary', 'items', 'food', 'room', 'missing', 'empty', 'box', 'minibar']","['cocktails', 'reception', 'nice', 'staff', 'bathroom', 'chocolates', 'everything', 'card', 'room', 'service', 'box', 'bar', 'food']","['minibar', 'box', 'items', 'room', 'food']"
Apex Temple Court Hotel, a few more little milks maybe as i drink a lot of tea but i was given a little jug of milk when i asked , the bathroom was light pleasant and very clean the wardrobe space was good and there were tea making facilities the bed was comfortable ,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 4 nights ', ' submitted from a mobile device ']","['the', 'bathroom', 'was', 'light', 'pleasant', 'and', 'very', 'clean', 'the', 'wardrobe', 'space', 'was', 'good', 'and', 'there', 'were', 'tea', 'making', 'facilities', 'the', 'bed', 'was', 'comfortable']","['a', 'few', 'more', 'little', 'milks', 'maybe', 'as', 'i', 'drink', 'a', 'lot', 'of', 'tea', 'but', 'i', 'was', 'given', 'a', 'little', 'jug', 'of', 'milk', 'when', 'i', 'asked']","['bathroom', 'light', 'pleasant', 'clean', 'wardrobe', 'space', 'good', 'tea', 'making', 'facilities', 'bed', 'comfortable']","['little', 'milks', 'maybe', 'drink', 'lot', 'tea', 'given', 'little', 'jug', 'milk', 'asked']","['facilities', 'light', 'bathroom', 'tea', 'wardrobe', 'space']","['lot', 'milk', 'milks', 'tea']"
Apex Temple Court Hotel, the air conditioning rattled all night and was rather noisy the room was a lot smaller than previous trips but just as expensive a lot better value for money in other hotels , the room was clean and comfortable bathroom was modern and spacious ,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 1 night ', ' submitted from a mobile device ']","['the', 'room', 'was', 'clean', 'and', 'comfortable', 'bathroom', 'was', 'modern', 'and', 'spacious']","['the', 'air', 'conditioning', 'rattled', 'all', 'night', 'and', 'was', 'rather', 'noisy', 'the', 'room', 'was', 'a', 'lot', 'smaller', 'than', 'previous', 'trips', 'but', 'just', 'as', 'expensive', 'a', 'lot', 'better', 'value', 'for', 'money', 'in', 'other', 'hotels']","['room', 'clean', 'comfortable', 'bathroom', 'modern', 'spacious']","['air', 'conditioning', 'rattled', 'night', 'rather', 'noisy', 'room', 'lot', 'smaller', 'previous', 'trips', 'expensive', 'lot', 'better', 'value', 'money', 'hotels']","['bathroom', 'room', 'clean']","['lot', 'trips', 'air', 'money', 'value', 'night', 'room', 'hotels']"
Apex Temple Court Hotel, nothing your doing a fantastic job, just returned from a wonderful weekend at the apex temple court where to start from the amazing upgrade for my husbands 30th birthday to the personalised handwritten note and chocolates left for us in the room everything was perfect from the start the hotel is in a great location less than 10 minutes walk to covent garden and for location alone is great value i had chosen the hotel as we were attending the aldwych theatre and it was literally around the corner it s clean modern and our room was to die for with a balcony offering views of the london eye the apex offers so many extra touches with the free jelly beans pringles and of course the apex duck we had a great nespresso machine in our room and robes and slippers all added to make the perfect stay they really have thought about everything we have stayed in many hotels in london but would definately choose apex again ,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['just', 'returned', 'from', 'a', 'wonderful', 'weekend', 'at', 'the', 'apex', 'temple', 'court', 'where', 'to', 'start', 'from', 'the', 'amazing', 'upgrade', 'for', 'my', 'husbands', '30th', 'birthday', 'to', 'the', 'personalised', 'handwritten', 'note', 'and', 'chocolates', 'left', 'for', 'us', 'in', 'the', 'room', 'everything', 'was', 'perfect', 'from', 'the', 'start', 'the', 'hotel', 'is', 'in', 'a', 'great', 'location', 'less', 'than', '10', 'minutes', 'walk', 'to', 'covent', 'garden', 'and', 'for', 'location', 'alone', 'is', 'great', 'value', 'i', 'had', 'chosen', 'the', 'hotel', 'as', 'we', 'were', 'attending', 'the', 'aldwych', 'theatre', 'and', 'it', 'was', 'literally', 'around', 'the', 'corner', 'it', 's', 'clean', 'modern', 'and', 'our', 'room', 'was', 'to', 'die', 'for', 'with', 'a', 'balcony', 'offering', 'views', 'of', 'the', 'london', 'eye', 'the', 'apex', 'offers', 'so', 'many', 'extra', 'touches', 'with', 'the', 'free', 'jelly', 'beans', 'pringles', 'and', 'of', 'course', 'the', 'apex', 'duck', 'we', 'had', 'a', 'great', 'nespresso', 'machine', 'in', 'our', 'room', 'and', 'robes', 'and', 'slippers', 'all', 'added', 'to', 'make', 'the', 'perfect', 'stay', 'they', 'really', 'have', 'thought', 'about', 'everything', 'we', 'have', 'stayed', 'in', 'many', 'hotels', 'in', 'london', 'but', 'would', 'definately', 'choose', 'apex', 'again']","['nothing', 'your', 'doing', 'a', 'fantastic', 'job']","['returned', 'wonderful', 'weekend', 'apex', 'temple', 'court', 'start', 'amazing', 'upgrade', 'husbands', '30th', 'birthday', 'personalised', 'handwritten', 'note', 'chocolates', 'left', 'us', 'room', 'everything', 'perfect', 'start', 'hotel', 'great', 'location', 'less', '10', 'minutes', 'walk', 'covent', 'garden', 'location', 'alone', 'great', 'value', 'chosen', 'hotel', 'attending', 'aldwych', 'theatre', 'literally', 'around', 'corner', 'clean', 'modern', 'room', 'die', 'balcony', 'offering', 'views', 'london', 'eye', 'apex', 'offers', 'many', 'extra', 'touches', 'free', 'jelly', 'beans', 'pringles', 'course', 'apex', 'duck', 'great', 'nespresso', 'machine', 'room', 'robes', 'slippers', 'added', 'make', 'perfect', 'stay', 'really', 'thought', 'everything', 'stayed', 'many', 'hotels', 'london', 'would', 'definately', 'choose', 'apex']","['nothing', 'fantastic', 'job']","['theatre', 'balcony', 'court', 'location', 'die', 'start', 'value', 'garden', 'machine', 'apex', 'husbands', 'stay', 'slippers', 'chocolates', 'duck', 'birthday', 'room', 'hotel', 'everything', 'touches', 'course', 'note', 'make', 'views', 'pringles', 'minutes', 'eye', 'hotels', 'weekend']","['nothing', 'job']"
Apex Temple Court Hotel, if we had to pick one thing it would be the pillows are a bit to soft but everyone is different literally could not find fault with anything , the staff were very accommodating it was mine and my partners anniversary and they did such an amazing job at making the room look lovely,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 1 night ']","['the', 'staff', 'were', 'very', 'accommodating', 'it', 'was', 'mine', 'and', 'my', 'partners', 'anniversary', 'and', 'they', 'did', 'such', 'an', 'amazing', 'job', 'at', 'making', 'the', 'room', 'look', 'lovely']","['if', 'we', 'had', 'to', 'pick', 'one', 'thing', 'it', 'would', 'be', 'the', 'pillows', 'are', 'a', 'bit', 'to', 'soft', 'but', 'everyone', 'is', 'different', 'literally', 'could', 'not', 'find', 'fault', 'with', 'anything']","['staff', 'accommodating', 'mine', 'partners', 'anniversary', 'amazing', 'job', 'making', 'room', 'look', 'lovely']","['pick', 'one', 'thing', 'would', 'pillows', 'bit', 'soft', 'everyone', 'different', 'literally', 'could', 'find', 'fault', 'anything']","['job', 'staff', 'partners', 'look', 'room']","['thing', 'fault', 'bit', 'everyone', 'anything']"
Apex Temple Court Hotel, location was fine for where i needed to be but if you could find find yourself a little aways from the center and covent garden depends what you looking for underground is about 10 mins walk in either direction , very nice hotel quiet setting within an inner courtyard terrace will be lovely in summer plus also very quiet i imagine very pleasant staff and good hotel bar i didn t use the restaurant neither for breakfast or evening so can t comment ,"[' leisure trip ', ' solo traveler ', ' city king room ', ' stayed 2 nights ']","['very', 'nice', 'hotel', 'quiet', 'setting', 'within', 'an', 'inner', 'courtyard', 'terrace', 'will', 'be', 'lovely', 'in', 'summer', 'plus', 'also', 'very', 'quiet', 'i', 'imagine', 'very', 'pleasant', 'staff', 'and', 'good', 'hotel', 'bar', 'i', 'didn', 't', 'use', 'the', 'restaurant', 'neither', 'for', 'breakfast', 'or', 'evening', 'so', 'can', 't', 'comment']","['location', 'was', 'fine', 'for', 'where', 'i', 'needed', 'to', 'be', 'but', 'if', 'you', 'could', 'find', 'find', 'yourself', 'a', 'little', 'aways', 'from', 'the', 'center', 'and', 'covent', 'garden', 'depends', 'what', 'you', 'looking', 'for', 'underground', 'is', 'about', '10', 'mins', 'walk', 'in', 'either', 'direction']","['nice', 'hotel', 'quiet', 'setting', 'within', 'inner', 'courtyard', 'terrace', 'lovely', 'summer', 'plus', 'also', 'quiet', 'imagine', 'pleasant', 'staff', 'good', 'hotel', 'bar', 'use', 'restaurant', 'neither', 'breakfast', 'evening', 'comment']","['location', 'fine', 'needed', 'could', 'find', 'find', 'little', 'aways', 'center', 'covent', 'garden', 'depends', 'looking', 'underground', '10', 'mins', 'walk', 'either', 'direction']","['breakfast', 'staff', 'restaurant', 'comment', 'hotel', 'imagine', 'summer', 'use', 'bar', 'terrace']","['mins', 'fine', 'covent', 'center', 'garden', 'direction', 'location', 'aways']"
Apex Temple Court Hotel, at the outside front entrance to the hotel there is a large carpeted area that was extremely wet due to the weather which spoiled the lovely entrance to an otherwise great hotel , beds were very comfy bathroom was fantastic and location was excellent ,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 2 nights ']","['beds', 'were', 'very', 'comfy', 'bathroom', 'was', 'fantastic', 'and', 'location', 'was', 'excellent']","['at', 'the', 'outside', 'front', 'entrance', 'to', 'the', 'hotel', 'there', 'is', 'a', 'large', 'carpeted', 'area', 'that', 'was', 'extremely', 'wet', 'due', 'to', 'the', 'weather', 'which', 'spoiled', 'the', 'lovely', 'entrance', 'to', 'an', 'otherwise', 'great', 'hotel']","['beds', 'comfy', 'bathroom', 'fantastic', 'location', 'excellent']","['outside', 'front', 'entrance', 'hotel', 'large', 'carpeted', 'area', 'extremely', 'wet', 'due', 'weather', 'spoiled', 'lovely', 'entrance', 'otherwise', 'great', 'hotel']","['beds', 'bathroom', 'location', 'excellent']","['area', 'weather', 'hotel', 'entrance']"
Apex Temple Court Hotel, we felt the price of breakfast is just too much and would have added another 100 to price of our stay , the location of the hotel is superb convenient and close to the centre yet tucked away in a quiet hidden away pocket ,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['the', 'location', 'of', 'the', 'hotel', 'is', 'superb', 'convenient', 'and', 'close', 'to', 'the', 'centre', 'yet', 'tucked', 'away', 'in', 'a', 'quiet', 'hidden', 'away', 'pocket']","['we', 'felt', 'the', 'price', 'of', 'breakfast', 'is', 'just', 'too', 'much', 'and', 'would', 'have', 'added', 'another', '100', 'to', 'price', 'of', 'our', 'stay']","['location', 'hotel', 'superb', 'convenient', 'close', 'centre', 'yet', 'tucked', 'away', 'quiet', 'hidden', 'away', 'pocket']","['felt', 'price', 'breakfast', 'much', 'would', 'added', 'another', '100', 'price', 'stay']","['pocket', 'superb', 'hotel', 'location', 'convenient']","['price', 'stay', 'breakfast']"
Apex Temple Court Hotel, the room looked straight onto an office window so was a little obtrusive but understand i wasn t paying for a view , the staff were fantastic in the bar super friendly the shower and bath were fantastic ,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 1 night ', ' submitted from a mobile device ']","['the', 'staff', 'were', 'fantastic', 'in', 'the', 'bar', 'super', 'friendly', 'the', 'shower', 'and', 'bath', 'were', 'fantastic']","['the', 'room', 'looked', 'straight', 'onto', 'an', 'office', 'window', 'so', 'was', 'a', 'little', 'obtrusive', 'but', 'understand', 'i', 'wasn', 't', 'paying', 'for', 'a', 'view']","['staff', 'fantastic', 'bar', 'super', 'friendly', 'shower', 'bath', 'fantastic']","['room', 'looked', 'straight', 'onto', 'office', 'window', 'little', 'obtrusive', 'understand', 'paying', 'view']","['fantastic', 'staff', 'super', 'bath', 'bar']","['understand', 'window', 'room', 'office', 'view']"
Apex Temple Court Hotel, bath tub was good but if once water falles out there s no pipe to get lid of them , staff was very nice and interior decoration was stylish and warm good location to walk around london ,"[' business trip ', ' solo traveler ', ' deluxe king room with club lounge access ', ' stayed 10 nights ', ' submitted from a mobile device ']","['staff', 'was', 'very', 'nice', 'and', 'interior', 'decoration', 'was', 'stylish', 'and', 'warm', 'good', 'location', 'to', 'walk', 'around', 'london']","['bath', 'tub', 'was', 'good', 'but', 'if', 'once', 'water', 'falles', 'out', 'there', 's', 'no', 'pipe', 'to', 'get', 'lid', 'of', 'them']","['staff', 'nice', 'interior', 'decoration', 'stylish', 'warm', 'good', 'location', 'walk', 'around', 'london']","['bath', 'tub', 'good', 'water', 'falles', 'pipe', 'get', 'lid']","['decoration', 'staff', 'london', 'warm', 'location']","['falles', 'bath', 'water', 'tub']"
Apex Temple Court Hotel, not quite the top notch quality it was a couple of years ago although still a very good hotel the age is slowly starting to show carpet coming loose in the hallway wall sockets not eu compatible small things like the bottle opener in the room broken and the nice little bose speaker have the old iphone 4 connector , nice bathroom with big shower and bath quiet if you get a room on the top floors ,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 2 nights ']","['nice', 'bathroom', 'with', 'big', 'shower', 'and', 'bath', 'quiet', 'if', 'you', 'get', 'a', 'room', 'on', 'the', 'top', 'floors']","['not', 'quite', 'the', 'top', 'notch', 'quality', 'it', 'was', 'a', 'couple', 'of', 'years', 'ago', 'although', 'still', 'a', 'very', 'good', 'hotel', 'the', 'age', 'is', 'slowly', 'starting', 'to', 'show', 'carpet', 'coming', 'loose', 'in', 'the', 'hallway', 'wall', 'sockets', 'not', 'eu', 'compatible', 'small', 'things', 'like', 'the', 'bottle', 'opener', 'in', 'the', 'room', 'broken', 'and', 'the', 'nice', 'little', 'bose', 'speaker', 'have', 'the', 'old', 'iphone', '4', 'connector']","['nice', 'bathroom', 'big', 'shower', 'bath', 'quiet', 'get', 'room', 'top', 'floors']","['quite', 'top', 'notch', 'quality', 'couple', 'years', 'ago', 'although', 'still', 'good', 'hotel', 'age', 'slowly', 'starting', 'show', 'carpet', 'coming', 'loose', 'hallway', 'wall', 'sockets', 'eu', 'compatible', 'small', 'things', 'like', 'bottle', 'opener', 'room', 'broken', 'nice', 'little', 'bose', 'speaker', 'old', 'iphone', '4', 'connector']","['floors', 'bathroom', 'shower', 'bath', 'room', 'top', 'get']","['quality', 'carpet', 'bottle', 'couple', 'years', 'hallway', 'wall', 'sockets', 'iphone', 'show', 'things', 'speaker', 'connector', 'room', 'hotel', 'opener', 'age', 'notch']"
Apex Temple Court Hotel,no negative, i spend the weekend in the apex hotel with my boyfriend and we had an an wonderful weekend the stuff from apex was so friendly and they made everything possible have a great birthday weekend in london for this thank you so much we will come back best regards theresa,"[' leisure trip ', ' couple ', ' city king room ', ' stayed 2 nights ']","['i', 'spend', 'the', 'weekend', 'in', 'the', 'apex', 'hotel', 'with', 'my', 'boyfriend', 'and', 'we', 'had', 'an', 'an', 'wonderful', 'weekend', 'the', 'stuff', 'from', 'apex', 'was', 'so', 'friendly', 'and', 'they', 'made', 'everything', 'possible', 'have', 'a', 'great', 'birthday', 'weekend', 'in', 'london', 'for', 'this', 'thank', 'you', 'so', 'much', 'we', 'will', 'come', 'back', 'best', 'regards', 'theresa']","['no', 'negative']","['spend', 'weekend', 'apex', 'hotel', 'boyfriend', 'wonderful', 'weekend', 'stuff', 'apex', 'friendly', 'made', 'everything', 'possible', 'great', 'birthday', 'weekend', 'london', 'thank', 'much', 'come', 'back', 'best', 'regards', 'theresa']",['negative'],"['regards', 'theresa', 'stuff', 'weekend', 'hotel', 'everything', 'apex']",[]
